S No,Vehicle Class,State,Year,Month Wise,Value
23,THREE WHEELER (PASSENGER),Puducherry(8),2026,JAN,42
24,THREE WHEELER (PERSONAL),Puducherry(8),2026,JAN,1
25,VEHICLE FITTED WITH COMPRESSOR,Puducherry(8),2026,JAN,1
1,ADAPTED VEHICLE,Puducherry(8),2026,FEB,1
2,AGRICULTURAL TRACTOR,Puducherry(8),2026,FEB,8
3,AMBULANCE,Puducherry(8),2026,FEB,2
4,BUS,Puducherry(8),2026,FEB,17
5,CAMPER VAN / TRAILER,Puducherry(8),2026,FEB,1
6,CONSTRUCTION EQUIPMENT VEHICLE,Puducherry(8),2026,FEB,3
7,EARTH MOVING EQUIPMENT,Puducherry(8),2026,FEB,2
8,EDUCATIONAL INSTITUTION BUS,Puducherry(8),2026,FEB,1
9,E-RICKSHAW(P),Puducherry(8),2026,FEB,0
10,E-RICKSHAW WITH CART (G),Puducherry(8),2026,FEB,1
11,GOODS CARRIER,Puducherry(8),2026,FEB,49
12,MAXI CAB,Puducherry(8),2026,FEB,17
13,M-CYCLE/SCOOTER,Puducherry(8),2026,FEB,"4,400"
14,M-CYCLE/SCOOTER-WITH SIDE CAR,Puducherry(8),2026,FEB,0
15,MOPED,Puducherry(8),2026,FEB,24
16,MOTOR CAB,Puducherry(8),2026,FEB,34
17,MOTOR CAR,Puducherry(8),2026,FEB,923
18,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Puducherry(8),2026,FEB,17
19,MOTORISED CYCLE (CC > 25CC),Puducherry(8),2026,FEB,2
20,OMNI BUS,Puducherry(8),2026,FEB,14
21,PRIVATE SERVICE VEHICLE,Puducherry(8),2026,FEB,1
22,THREE WHEELER (GOODS),Puducherry(8),2026,FEB,6
23,THREE WHEELER (PASSENGER),Puducherry(8),2026,FEB,56
24,THREE WHEELER (PERSONAL),Puducherry(8),2026,FEB,0
25,VEHICLE FITTED WITH COMPRESSOR,Puducherry(8),2026,FEB,0
1,ADAPTED VEHICLE,Rajasthan(60),2026,JAN,106
2,AGRICULTURAL TRACTOR,Rajasthan(60),2026,JAN,"13,818"
3,AMBULANCE,Rajasthan(60),2026,JAN,164
4,ANIMAL AMBULANCE,Rajasthan(60),2026,JAN,6
5,ARTICULATED VEHICLE,Rajasthan(60),2026,JAN,"1,224"
6,BUS,Rajasthan(60),2026,JAN,191
7,CASH VAN,Rajasthan(60),2026,JAN,18
8,CONSTRUCTION EQUIPMENT VEHICLE,Rajasthan(60),2026,JAN,250
9,CRANE MOUNTED VEHICLE,Rajasthan(60),2026,JAN,66
10,DUMPER,Rajasthan(60),2026,JAN,359
11,EARTH MOVING EQUIPMENT,Rajasthan(60),2026,JAN,219
12,EDUCATIONAL INSTITUTION BUS,Rajasthan(60),2026,JAN,108
13,E-RICKSHAW(P),Rajasthan(60),2026,JAN,808
14,E-RICKSHAW WITH CART (G),Rajasthan(60),2026,JAN,402
15,EXCAVATOR (NT),Rajasthan(60),2026,JAN,0
16,FIRE FIGHTING VEHICLE,Rajasthan(60),2026,JAN,3
17,FIRE TENDERS,Rajasthan(60),2026,JAN,1
18,FORK LIFT,Rajasthan(60),2026,JAN,4
19,GOODS CARRIER,Rajasthan(60),2026,JAN,"5,812"
20,HARVESTER,Rajasthan(60),2026,JAN,87
21,HEARSES,Rajasthan(60),2026,JAN,1
22,MAXI CAB,Rajasthan(60),2026,JAN,124
23,M-CYCLE/SCOOTER,Rajasthan(60),2026,JAN,"93,458"
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Rajasthan(60),2026,JAN,41
25,MOPED,Rajasthan(60),2026,JAN,688
26,MOTOR CAB,Rajasthan(60),2026,JAN,"1,584"
27,MOTOR CAR,Rajasthan(60),2026,JAN,"29,875"
28,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Rajasthan(60),2026,JAN,100
29,MOTORISED CYCLE (CC > 25CC),Rajasthan(60),2026,JAN,473
30,OMNI BUS,Rajasthan(60),2026,JAN,46
31,PRIVATE SERVICE VEHICLE,Rajasthan(60),2026,JAN,3
32,RECOVERY VEHICLE,Rajasthan(60),2026,JAN,2
33,ROAD ROLLER,Rajasthan(60),2026,JAN,0
34,SCHOOL BUS,Rajasthan(60),2026,JAN,0
35,SEMI-TRAILER (COMMERCIAL),Rajasthan(60),2026,JAN,7
36,THREE WHEELER (GOODS),Rajasthan(60),2026,JAN,645
37,THREE WHEELER (PASSENGER),Rajasthan(60),2026,JAN,"2,310"
38,THREE WHEELER (PERSONAL),Rajasthan(60),2026,JAN,1
39,TOW TRUCK,Rajasthan(60),2026,JAN,0
40,TRACTOR (COMMERCIAL),Rajasthan(60),2026,JAN,0
41,TRACTOR-TROLLEY(COMMERCIAL),Rajasthan(60),2026,JAN,396
42,VEHICLE FITTED WITH COMPRESSOR,Rajasthan(60),2026,JAN,3
43,VEHICLE FITTED WITH GENERATOR,Rajasthan(60),2026,JAN,1
44,VEHICLE FITTED WITH RIG,Rajasthan(60),2026,JAN,4
1,ADAPTED VEHICLE,Rajasthan(60),2026,FEB,253
2,AGRICULTURAL TRACTOR,Rajasthan(60),2026,FEB,"8,630"
3,AMBULANCE,Rajasthan(60),2026,FEB,69
4,ANIMAL AMBULANCE,Rajasthan(60),2026,FEB,5
5,ARTICULATED VEHICLE,Rajasthan(60),2026,FEB,"1,147"
6,BUS,Rajasthan(60),2026,FEB,85
7,CASH VAN,Rajasthan(60),2026,FEB,1
8,CONSTRUCTION EQUIPMENT VEHICLE,Rajasthan(60),2026,FEB,185
9,CRANE MOUNTED VEHICLE,Rajasthan(60),2026,FEB,48
10,DUMPER,Rajasthan(60),2026,FEB,317
11,EARTH MOVING EQUIPMENT,Rajasthan(60),2026,FEB,149
12,EDUCATIONAL INSTITUTION BUS,Rajasthan(60),2026,FEB,95
13,E-RICKSHAW(P),Rajasthan(60),2026,FEB,596
14,E-RICKSHAW WITH CART (G),Rajasthan(60),2026,FEB,382
15,EXCAVATOR (NT),Rajasthan(60),2026,FEB,2
16,FIRE FIGHTING VEHICLE,Rajasthan(60),2026,FEB,0
17,FIRE TENDERS,Rajasthan(60),2026,FEB,1
18,FORK LIFT,Rajasthan(60),2026,FEB,5
19,GOODS CARRIER,Rajasthan(60),2026,FEB,"4,523"
20,HARVESTER,Rajasthan(60),2026,FEB,81
21,HEARSES,Rajasthan(60),2026,FEB,2
22,MAXI CAB,Rajasthan(60),2026,FEB,95
23,M-CYCLE/SCOOTER,Rajasthan(60),2026,FEB,"64,034"
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Rajasthan(60),2026,FEB,24
25,MOPED,Rajasthan(60),2026,FEB,464
26,MOTOR CAB,Rajasthan(60),2026,FEB,985
27,MOTOR CAR,Rajasthan(60),2026,FEB,"16,546"
28,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Rajasthan(60),2026,FEB,79
29,MOTORISED CYCLE (CC > 25CC),Rajasthan(60),2026,FEB,345
30,OMNI BUS,Rajasthan(60),2026,FEB,47
31,PRIVATE SERVICE VEHICLE,Rajasthan(60),2026,FEB,9
32,RECOVERY VEHICLE,Rajasthan(60),2026,FEB,4
33,ROAD ROLLER,Rajasthan(60),2026,FEB,1
34,SCHOOL BUS,Rajasthan(60),2026,FEB,1
35,SEMI-TRAILER (COMMERCIAL),Rajasthan(60),2026,FEB,13
36,THREE WHEELER (GOODS),Rajasthan(60),2026,FEB,503
37,THREE WHEELER (PASSENGER),Rajasthan(60),2026,FEB,"1,816"
38,THREE WHEELER (PERSONAL),Rajasthan(60),2026,FEB,0
39,TOW TRUCK,Rajasthan(60),2026,FEB,2
40,TRACTOR (COMMERCIAL),Rajasthan(60),2026,FEB,1
41,TRACTOR-TROLLEY(COMMERCIAL),Rajasthan(60),2026,FEB,245
42,VEHICLE FITTED WITH COMPRESSOR,Rajasthan(60),2026,FEB,1
43,VEHICLE FITTED WITH GENERATOR,Rajasthan(60),2026,FEB,0
44,VEHICLE FITTED WITH RIG,Rajasthan(60),2026,FEB,2
1,AMBULANCE,Sikkim(9),2026,JAN,2
2,BUS,Sikkim(9),2026,JAN,4
3,CONSTRUCTION EQUIPMENT VEHICLE,Sikkim(9),2026,JAN,0
4,EARTH MOVING EQUIPMENT,Sikkim(9),2026,JAN,4
5,EDUCATIONAL INSTITUTION BUS,Sikkim(9),2026,JAN,0
6,GOODS CARRIER,Sikkim(9),2026,JAN,28
7,LUXURY CAB,Sikkim(9),2026,JAN,18
8,MAXI CAB,Sikkim(9),2026,JAN,7
9,M-CYCLE/SCOOTER,Sikkim(9),2026,JAN,292
10,MOTOR CAB,Sikkim(9),2026,JAN,52
11,MOTOR CAR,Sikkim(9),2026,JAN,381
12,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Sikkim(9),2026,JAN,6
13,MOTORISED CYCLE (CC > 25CC),Sikkim(9),2026,JAN,374
1,AMBULANCE,Sikkim(9),2026,FEB,3
2,BUS,Sikkim(9),2026,FEB,7
3,CONSTRUCTION EQUIPMENT VEHICLE,Sikkim(9),2026,FEB,1
4,EARTH MOVING EQUIPMENT,Sikkim(9),2026,FEB,1
5,EDUCATIONAL INSTITUTION BUS,Sikkim(9),2026,FEB,2
6,GOODS CARRIER,Sikkim(9),2026,FEB,29
7,LUXURY CAB,Sikkim(9),2026,FEB,17
8,MAXI CAB,Sikkim(9),2026,FEB,13
9,M-CYCLE/SCOOTER,Sikkim(9),2026,FEB,209
10,MOTOR CAB,Sikkim(9),2026,FEB,39
11,MOTOR CAR,Sikkim(9),2026,FEB,221
12,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Sikkim(9),2026,FEB,4
13,MOTORISED CYCLE (CC > 25CC),Sikkim(9),2026,FEB,247
1,ADAPTED VEHICLE,Tamil Nadu(148),2026,JAN,"2,032"
2,AGRICULTURAL TRACTOR,Tamil Nadu(148),2026,JAN,"3,001"
3,AMBULANCE,Tamil Nadu(148),2026,JAN,81
4,ARMOURED/SPECIALISED VEHICLE,Tamil Nadu(148),2026,JAN,1
5,ARTICULATED VEHICLE,Tamil Nadu(148),2026,JAN,232
6,BUS,Tamil Nadu(148),2026,JAN,494
7,CAMPER VAN / TRAILER (PRIVATE USE),Tamil Nadu(148),2026,JAN,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Tamil Nadu(148),2026,JAN,491
9,CRANE MOUNTED VEHICLE,Tamil Nadu(148),2026,JAN,12
10,EARTH MOVING EQUIPMENT,Tamil Nadu(148),2026,JAN,133
11,EDUCATIONAL INSTITUTION BUS,Tamil Nadu(148),2026,JAN,70
12,E-RICKSHAW(P),Tamil Nadu(148),2026,JAN,1
13,E-RICKSHAW WITH CART (G),Tamil Nadu(148),2026,JAN,766
14,FIRE FIGHTING VEHICLE,Tamil Nadu(148),2026,JAN,8
15,FIRE TENDERS,Tamil Nadu(148),2026,JAN,2
16,FORK LIFT,Tamil Nadu(148),2026,JAN,2
17,GOODS CARRIER,Tamil Nadu(148),2026,JAN,"8,001"
18,HARVESTER,Tamil Nadu(148),2026,JAN,169
19,MAXI CAB,Tamil Nadu(148),2026,JAN,481
20,M-CYCLE/SCOOTER,Tamil Nadu(148),2026,JAN,"1,93,275"
21,M-CYCLE/SCOOTER-WITH SIDE CAR,Tamil Nadu(148),2026,JAN,17
22,MOBILE CLINIC,Tamil Nadu(148),2026,JAN,1
23,MOPED,Tamil Nadu(148),2026,JAN,"5,433"
24,MOTOR CAB,Tamil Nadu(148),2026,JAN,"2,021"
25,MOTOR CAR,Tamil Nadu(148),2026,JAN,"35,221"
26,MOTORISED CYCLE (CC > 25CC),Tamil Nadu(148),2026,JAN,"2,264"
27,OMNI BUS,Tamil Nadu(148),2026,JAN,79
28,OMNI BUS (PRIVATE USE),Tamil Nadu(148),2026,JAN,3
29,PRIVATE SERVICE VEHICLE,Tamil Nadu(148),2026,JAN,110
30,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Tamil Nadu(148),2026,JAN,4
31,RECOVERY VEHICLE,Tamil Nadu(148),2026,JAN,12
32,THREE WHEELER (GOODS),Tamil Nadu(148),2026,JAN,611
33,THREE WHEELER (PASSENGER),Tamil Nadu(148),2026,JAN,"4,363"
34,THREE WHEELER (PERSONAL),Tamil Nadu(148),2026,JAN,42
35,TRACTOR (COMMERCIAL),Tamil Nadu(148),2026,JAN,8
36,VEHICLE FITTED WITH COMPRESSOR,Tamil Nadu(148),2026,JAN,6
37,VEHICLE FITTED WITH RIG,Tamil Nadu(148),2026,JAN,8
1,ADAPTED VEHICLE,Tamil Nadu(148),2026,FEB,"4,132"
2,AGRICULTURAL TRACTOR,Tamil Nadu(148),2026,FEB,"3,116"
3,AMBULANCE,Tamil Nadu(148),2026,FEB,44
4,ARMOURED/SPECIALISED VEHICLE,Tamil Nadu(148),2026,FEB,0
5,ARTICULATED VEHICLE,Tamil Nadu(148),2026,FEB,251
6,BUS,Tamil Nadu(148),2026,FEB,600
7,CAMPER VAN / TRAILER (PRIVATE USE),Tamil Nadu(148),2026,FEB,2
8,CONSTRUCTION EQUIPMENT VEHICLE,Tamil Nadu(148),2026,FEB,318
9,CRANE MOUNTED VEHICLE,Tamil Nadu(148),2026,FEB,7
10,EARTH MOVING EQUIPMENT,Tamil Nadu(148),2026,FEB,99
11,EDUCATIONAL INSTITUTION BUS,Tamil Nadu(148),2026,FEB,140
12,E-RICKSHAW(P),Tamil Nadu(148),2026,FEB,0
13,E-RICKSHAW WITH CART (G),Tamil Nadu(148),2026,FEB,218
14,FIRE FIGHTING VEHICLE,Tamil Nadu(148),2026,FEB,43
15,FIRE TENDERS,Tamil Nadu(148),2026,FEB,0
16,FORK LIFT,Tamil Nadu(148),2026,FEB,0
17,GOODS CARRIER,Tamil Nadu(148),2026,FEB,"5,840"
18,HARVESTER,Tamil Nadu(148),2026,FEB,96
19,MAXI CAB,Tamil Nadu(148),2026,FEB,592
20,M-CYCLE/SCOOTER,Tamil Nadu(148),2026,FEB,"1,42,433"
21,M-CYCLE/SCOOTER-WITH SIDE CAR,Tamil Nadu(148),2026,FEB,14
22,MOBILE CLINIC,Tamil Nadu(148),2026,FEB,0
23,MOPED,Tamil Nadu(148),2026,FEB,"4,332"
24,MOTOR CAB,Tamil Nadu(148),2026,FEB,"2,939"
25,MOTOR CAR,Tamil Nadu(148),2026,FEB,"19,554"
26,MOTORISED CYCLE (CC > 25CC),Tamil Nadu(148),2026,FEB,"1,648"
27,OMNI BUS,Tamil Nadu(148),2026,FEB,63
28,OMNI BUS (PRIVATE USE),Tamil Nadu(148),2026,FEB,39
29,PRIVATE SERVICE VEHICLE,Tamil Nadu(148),2026,FEB,113
30,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Tamil Nadu(148),2026,FEB,10
31,RECOVERY VEHICLE,Tamil Nadu(148),2026,FEB,2
32,THREE WHEELER (GOODS),Tamil Nadu(148),2026,FEB,488
33,THREE WHEELER (PASSENGER),Tamil Nadu(148),2026,FEB,"3,851"
34,THREE WHEELER (PERSONAL),Tamil Nadu(148),2026,FEB,30
35,TRACTOR (COMMERCIAL),Tamil Nadu(148),2026,FEB,24
36,VEHICLE FITTED WITH COMPRESSOR,Tamil Nadu(148),2026,FEB,3
37,VEHICLE FITTED WITH RIG,Tamil Nadu(148),2026,FEB,3
1,AMBULANCE,Tripura(9),2026,JAN,5
2,BUS,Tripura(9),2026,JAN,8
3,CAMPER VAN / TRAILER,Tripura(9),2026,JAN,1
4,CONSTRUCTION EQUIPMENT VEHICLE,Tripura(9),2026,JAN,11
5,EARTH MOVING EQUIPMENT,Tripura(9),2026,JAN,10
6,E-RICKSHAW(P),Tripura(9),2026,JAN,52
7,EXCAVATOR (COMMERCIAL),Tripura(9),2026,JAN,1
8,EXCAVATOR (NT),Tripura(9),2026,JAN,1
9,GOODS CARRIER,Tripura(9),2026,JAN,330
10,MAXI CAB,Tripura(9),2026,JAN,0
11,M-CYCLE/SCOOTER,Tripura(9),2026,JAN,"2,992"
12,M-CYCLE/SCOOTER-WITH SIDE CAR,Tripura(9),2026,JAN,1
13,MOTOR CAB,Tripura(9),2026,JAN,1
14,MOTOR CAR,Tripura(9),2026,JAN,537
15,MOTORISED CYCLE (CC > 25CC),Tripura(9),2026,JAN,24
16,THREE WHEELER (GOODS),Tripura(9),2026,JAN,12
17,THREE WHEELER (PASSENGER),Tripura(9),2026,JAN,836
18,TRACTOR (COMMERCIAL),Tripura(9),2026,JAN,0
1,AMBULANCE,Tripura(9),2026,FEB,1
2,BUS,Tripura(9),2026,FEB,50
3,CAMPER VAN / TRAILER,Tripura(9),2026,FEB,0
4,CONSTRUCTION EQUIPMENT VEHICLE,Tripura(9),2026,FEB,14
5,EARTH MOVING EQUIPMENT,Tripura(9),2026,FEB,8
6,E-RICKSHAW(P),Tripura(9),2026,FEB,26
7,EXCAVATOR (COMMERCIAL),Tripura(9),2026,FEB,0
8,EXCAVATOR (NT),Tripura(9),2026,FEB,0
9,GOODS CARRIER,Tripura(9),2026,FEB,202
10,MAXI CAB,Tripura(9),2026,FEB,3
11,M-CYCLE/SCOOTER,Tripura(9),2026,FEB,"2,143"
12,M-CYCLE/SCOOTER-WITH SIDE CAR,Tripura(9),2026,FEB,0
13,MOTOR CAB,Tripura(9),2026,FEB,10
14,MOTOR CAR,Tripura(9),2026,FEB,353
15,MOTORISED CYCLE (CC > 25CC),Tripura(9),2026,FEB,8
16,THREE WHEELER (GOODS),Tripura(9),2026,FEB,5
17,THREE WHEELER (PASSENGER),Tripura(9),2026,FEB,834
18,TRACTOR (COMMERCIAL),Tripura(9),2026,FEB,5
1,ADAPTED VEHICLE,Uttarakhand(21),2026,JAN,6
2,AGRICULTURAL TRACTOR,Uttarakhand(21),2026,JAN,312
3,AMBULANCE,Uttarakhand(21),2026,JAN,16
4,ARTICULATED VEHICLE,Uttarakhand(21),2026,JAN,6
5,BUS,Uttarakhand(21),2026,JAN,54
6,CASH VAN,Uttarakhand(21),2026,JAN,0
7,CONSTRUCTION EQUIPMENT VEHICLE,Uttarakhand(21),2026,JAN,64
8,DUMPER,Uttarakhand(21),2026,JAN,0
9,EDUCATIONAL INSTITUTION BUS,Uttarakhand(21),2026,JAN,16
10,E-RICKSHAW(P),Uttarakhand(21),2026,JAN,411
11,E-RICKSHAW WITH CART (G),Uttarakhand(21),2026,JAN,66
12,EXCAVATOR (COMMERCIAL),Uttarakhand(21),2026,JAN,1
13,EXCAVATOR (NT),Uttarakhand(21),2026,JAN,1
14,FORK LIFT,Uttarakhand(21),2026,JAN,1
15,GOODS CARRIER,Uttarakhand(21),2026,JAN,790
16,HEARSES,Uttarakhand(21),2026,JAN,1
17,MAXI CAB,Uttarakhand(21),2026,JAN,58
18,M-CYCLE/SCOOTER,Uttarakhand(21),2026,JAN,"17,080"
19,M-CYCLE/SCOOTER-WITH SIDE CAR,Uttarakhand(21),2026,JAN,2
20,MOBILE CLINIC,Uttarakhand(21),2026,JAN,0
21,MOPED,Uttarakhand(21),2026,JAN,20
22,MOTOR CAB,Uttarakhand(21),2026,JAN,888
23,MOTOR CAR,Uttarakhand(21),2026,JAN,"7,760"
24,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Uttarakhand(21),2026,JAN,261
25,OMNI BUS,Uttarakhand(21),2026,JAN,1
26,OMNI BUS (PRIVATE USE),Uttarakhand(21),2026,JAN,0
27,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Uttarakhand(21),2026,JAN,1
28,RECOVERY VEHICLE,Uttarakhand(21),2026,JAN,0
29,THREE WHEELER (GOODS),Uttarakhand(21),2026,JAN,60
30,THREE WHEELER (PASSENGER),Uttarakhand(21),2026,JAN,384
31,TRACTOR (COMMERCIAL),Uttarakhand(21),2026,JAN,89
32,TRAILER (COMMERCIAL),Uttarakhand(21),2026,JAN,40
33,VEHICLE FITTED WITH RIG,Uttarakhand(21),2026,JAN,1
1,ADAPTED VEHICLE,Uttarakhand(21),2026,FEB,0
2,AGRICULTURAL TRACTOR,Uttarakhand(21),2026,FEB,197
3,AMBULANCE,Uttarakhand(21),2026,FEB,26
4,ARTICULATED VEHICLE,Uttarakhand(21),2026,FEB,2
5,BUS,Uttarakhand(21),2026,FEB,83
6,CASH VAN,Uttarakhand(21),2026,FEB,1
7,CONSTRUCTION EQUIPMENT VEHICLE,Uttarakhand(21),2026,FEB,53
8,DUMPER,Uttarakhand(21),2026,FEB,1
9,EDUCATIONAL INSTITUTION BUS,Uttarakhand(21),2026,FEB,10
10,E-RICKSHAW(P),Uttarakhand(21),2026,FEB,304
11,E-RICKSHAW WITH CART (G),Uttarakhand(21),2026,FEB,64
12,EXCAVATOR (COMMERCIAL),Uttarakhand(21),2026,FEB,1
13,EXCAVATOR (NT),Uttarakhand(21),2026,FEB,0
14,FORK LIFT,Uttarakhand(21),2026,FEB,1
15,GOODS CARRIER,Uttarakhand(21),2026,FEB,442
16,HEARSES,Uttarakhand(21),2026,FEB,0
17,MAXI CAB,Uttarakhand(21),2026,FEB,40
18,M-CYCLE/SCOOTER,Uttarakhand(21),2026,FEB,"10,258"
19,M-CYCLE/SCOOTER-WITH SIDE CAR,Uttarakhand(21),2026,FEB,2
20,MOBILE CLINIC,Uttarakhand(21),2026,FEB,1
21,MOPED,Uttarakhand(21),2026,FEB,9
22,MOTOR CAB,Uttarakhand(21),2026,FEB,496
23,MOTOR CAR,Uttarakhand(21),2026,FEB,"3,753"
24,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Uttarakhand(21),2026,FEB,207
25,OMNI BUS,Uttarakhand(21),2026,FEB,1
26,OMNI BUS (PRIVATE USE),Uttarakhand(21),2026,FEB,1
27,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Uttarakhand(21),2026,FEB,1
28,RECOVERY VEHICLE,Uttarakhand(21),2026,FEB,2
29,THREE WHEELER (GOODS),Uttarakhand(21),2026,FEB,35
30,THREE WHEELER (PASSENGER),Uttarakhand(21),2026,FEB,252
31,TRACTOR (COMMERCIAL),Uttarakhand(21),2026,FEB,56
32,TRAILER (COMMERCIAL),Uttarakhand(21),2026,FEB,24
33,VEHICLE FITTED WITH RIG,Uttarakhand(21),2026,FEB,0
1,ADAPTED VEHICLE,Uttar Pradesh(77),2026,JAN,43
2,AGRICULTURAL TRACTOR,Uttar Pradesh(77),2026,JAN,"19,174"
3,AMBULANCE,Uttar Pradesh(77),2026,JAN,78
4,ANIMAL AMBULANCE,Uttar Pradesh(77),2026,JAN,1
5,ARTICULATED VEHICLE,Uttar Pradesh(77),2026,JAN,75
6,BUS,Uttar Pradesh(77),2026,JAN,300
7,CAMPER VAN / TRAILER,Uttar Pradesh(77),2026,JAN,21
8,CAMPER VAN / TRAILER (PRIVATE USE),Uttar Pradesh(77),2026,JAN,1
9,CASH VAN,Uttar Pradesh(77),2026,JAN,0
10,CONSTRUCTION EQUIPMENT VEHICLE,Uttar Pradesh(77),2026,JAN,175
11,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Uttar Pradesh(77),2026,JAN,446
12,CRANE MOUNTED VEHICLE,Uttar Pradesh(77),2026,JAN,4
13,DUMPER,Uttar Pradesh(77),2026,JAN,4
14,EARTH MOVING EQUIPMENT,Uttar Pradesh(77),2026,JAN,13
15,EDUCATIONAL INSTITUTION BUS,Uttar Pradesh(77),2026,JAN,236
16,E-RICKSHAW(P),Uttar Pradesh(77),2026,JAN,"12,259"
17,E-RICKSHAW WITH CART (G),Uttar Pradesh(77),2026,JAN,"3,591"
18,EXCAVATOR (NT),Uttar Pradesh(77),2026,JAN,2
19,FORK LIFT,Uttar Pradesh(77),2026,JAN,0
20,GOODS CARRIER,Uttar Pradesh(77),2026,JAN,"8,347"
21,HARVESTER,Uttar Pradesh(77),2026,JAN,400
22,HEARSES,Uttar Pradesh(77),2026,JAN,4
23,MAXI CAB,Uttar Pradesh(77),2026,JAN,212
24,M-CYCLE/SCOOTER,Uttar Pradesh(77),2026,JAN,"2,39,215"
25,M-CYCLE/SCOOTER-WITH SIDE CAR,Uttar Pradesh(77),2026,JAN,17
26,MOBILE CLINIC,Uttar Pradesh(77),2026,JAN,0
27,MOBILE WORKSHOP,Uttar Pradesh(77),2026,JAN,2
28,MOPED,Uttar Pradesh(77),2026,JAN,"5,817"
29,MOTOR CAB,Uttar Pradesh(77),2026,JAN,"4,395"
30,MOTOR CAR,Uttar Pradesh(77),2026,JAN,"61,492"
31,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Uttar Pradesh(77),2026,JAN,130
32,MOTORISED CYCLE (CC > 25CC),Uttar Pradesh(77),2026,JAN,11
33,OMNI BUS,Uttar Pradesh(77),2026,JAN,19
34,OMNI BUS (PRIVATE USE),Uttar Pradesh(77),2026,JAN,3
35,PRIVATE SERVICE VEHICLE,Uttar Pradesh(77),2026,JAN,0
36,RECOVERY VEHICLE,Uttar Pradesh(77),2026,JAN,1
37,THREE WHEELER (GOODS),Uttar Pradesh(77),2026,JAN,"1,578"
38,THREE WHEELER (PASSENGER),Uttar Pradesh(77),2026,JAN,"8,064"
39,THREE WHEELER (PERSONAL),Uttar Pradesh(77),2026,JAN,2
40,TOW TRUCK,Uttar Pradesh(77),2026,JAN,1
41,TRACTOR (COMMERCIAL),Uttar Pradesh(77),2026,JAN,0
42,TRAILER (AGRICULTURAL),Uttar Pradesh(77),2026,JAN,1
1,ADAPTED VEHICLE,Uttar Pradesh(77),2026,FEB,18
2,AGRICULTURAL TRACTOR,Uttar Pradesh(77),2026,FEB,"12,465"
3,AMBULANCE,Uttar Pradesh(77),2026,FEB,44
4,ANIMAL AMBULANCE,Uttar Pradesh(77),2026,FEB,0
5,ARTICULATED VEHICLE,Uttar Pradesh(77),2026,FEB,74
6,BUS,Uttar Pradesh(77),2026,FEB,371
7,CAMPER VAN / TRAILER,Uttar Pradesh(77),2026,FEB,7
8,CAMPER VAN / TRAILER (PRIVATE USE),Uttar Pradesh(77),2026,FEB,1
9,CASH VAN,Uttar Pradesh(77),2026,FEB,10
10,CONSTRUCTION EQUIPMENT VEHICLE,Uttar Pradesh(77),2026,FEB,31
11,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Uttar Pradesh(77),2026,FEB,244
12,CRANE MOUNTED VEHICLE,Uttar Pradesh(77),2026,FEB,1
13,DUMPER,Uttar Pradesh(77),2026,FEB,2
14,EARTH MOVING EQUIPMENT,Uttar Pradesh(77),2026,FEB,1
15,EDUCATIONAL INSTITUTION BUS,Uttar Pradesh(77),2026,FEB,267
16,E-RICKSHAW(P),Uttar Pradesh(77),2026,FEB,"7,943"
17,E-RICKSHAW WITH CART (G),Uttar Pradesh(77),2026,FEB,"2,830"
18,EXCAVATOR (NT),Uttar Pradesh(77),2026,FEB,1
19,FORK LIFT,Uttar Pradesh(77),2026,FEB,1
20,GOODS CARRIER,Uttar Pradesh(77),2026,FEB,"4,630"
21,HARVESTER,Uttar Pradesh(77),2026,FEB,417
22,HEARSES,Uttar Pradesh(77),2026,FEB,1
23,MAXI CAB,Uttar Pradesh(77),2026,FEB,131
24,M-CYCLE/SCOOTER,Uttar Pradesh(77),2026,FEB,"1,86,186"
25,M-CYCLE/SCOOTER-WITH SIDE CAR,Uttar Pradesh(77),2026,FEB,7
26,MOBILE CLINIC,Uttar Pradesh(77),2026,FEB,1
27,MOBILE WORKSHOP,Uttar Pradesh(77),2026,FEB,0
28,MOPED,Uttar Pradesh(77),2026,FEB,"3,766"
29,MOTOR CAB,Uttar Pradesh(77),2026,FEB,"2,009"
30,MOTOR CAR,Uttar Pradesh(77),2026,FEB,"31,639"
31,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Uttar Pradesh(77),2026,FEB,0
32,MOTORISED CYCLE (CC > 25CC),Uttar Pradesh(77),2026,FEB,6
33,OMNI BUS,Uttar Pradesh(77),2026,FEB,20
